region_level,name,region,long,lat,month_no,month,date,id,admission_type,admissions,monthly covid cases
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,23,Feb-20,02/01/2020,4386206H,non_elective,16675,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,23,Feb-20,02/01/2020,4386206H,GP_ref,38565,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,23,Feb-20,02/01/2020,4386206H,DNA,12465,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,23,Feb-20,02/01/2020,4386206H,first_attendance,67605,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,total_admissions,281120,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,daycase_elective,14435,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,ordinary_elective,2295,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,non_elective,16165,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,GP_ref,32500,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,DNA,14390,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,24,Mar-20,03/01/2020,4389106H,first_attendance,57510,0
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,total_admissions,156910,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,daycase_elective,5220,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,ordinary_elective,665,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,non_elective,11600,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,GP_ref,13425,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,DNA,6740,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,25,Apr-20,04/01/2020,4392206H,first_attendance,29030,278
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,total_admissions,166190,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,daycase_elective,5010,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,ordinary_elective,900,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,non_elective,15065,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,GP_ref,15340,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,DNA,6240,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,26,May-20,05/01/2020,4395206H,first_attendance,32420,744
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,total_admissions,213535,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,daycase_elective,8140,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,ordinary_elective,1445,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,non_elective,15750,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,GP_ref,18985,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,DNA,8260,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,27,Jun-20,06/01/2020,4398306H,first_attendance,42130,318
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,total_admissions,255365,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,daycase_elective,11035,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,ordinary_elective,1750,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,non_elective,17075,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,GP_ref,23705,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,DNA,10215,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,28,Jul-20,07/01/2020,4401306H,first_attendance,53365,2179
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,total_admissions,236415,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,daycase_elective,10580,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,ordinary_elective,2600,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,non_elective,16415,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,GP_ref,21805,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,DNA,10580,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,29,Aug-20,08/01/2020,4404406H,first_attendance,49090,386
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,total_admissions,286710,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,daycase_elective,12545,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,ordinary_elective,2710,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,non_elective,16160,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,GP_ref,28195,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,DNA,13965,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,30,Sep-20,09/01/2020,4407506H,first_attendance,60280,587
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,total_admissions,296120,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,daycase_elective,15100,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,ordinary_elective,2675,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,non_elective,15670,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,GP_ref,29690,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,DNA,13935,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,31,Oct-20,10/01/2020,4410506H,first_attendance,62240,3460
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,total_admissions,299990,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,daycase_elective,15035,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,ordinary_elective,2560,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,non_elective,14795,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,GP_ref,30840,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,DNA,13020,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,32,Nov-20,11/01/2020,4413606H,first_attendance,63810,5035
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,total_admissions,287780,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,daycase_elective,14680,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,ordinary_elective,2270,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,non_elective,14840,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,GP_ref,27180,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,DNA,12290,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,33,Dec-20,12/01/2020,4416606H,first_attendance,63530,9081
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,total_admissions,242210,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,daycase_elective,11250,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,ordinary_elective,1040,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,non_elective,14110,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,GP_ref,23125,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,DNA,9885,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,34,Jan-21,01/01/2021,4419706H,first_attendance,48945,16032
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,total_admissions,232210,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,daycase_elective,11065,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,ordinary_elective,1325,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,non_elective,13870,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,GP_ref,23260,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,DNA,8020,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,35,Feb-21,02/01/2021,4422806H,first_attendance,47335,5967
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,total_admissions,304090,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,daycase_elective,15300,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,ordinary_elective,2005,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,non_elective,16985,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,GP_ref,31590,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,DNA,10995,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,36,Mar-21,03/01/2021,4425606H,first_attendance,63185,2963
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,total_admissions,296335,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,daycase_elective,14240,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,ordinary_elective,2075,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,non_elective,16410,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,GP_ref,31060,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,DNA,11175,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,37,Apr-21,04/01/2021,4428706H,first_attendance,64775,1341
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,total_admissions,300920,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,daycase_elective,15800,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,ordinary_elective,2275,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,non_elective,17830,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,GP_ref,31230,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,DNA,10910,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,38,May-21,05/01/2021,4431706H,first_attendance,66380,693
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,total_admissions,337540,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,daycase_elective,17290,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,ordinary_elective,2405,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,non_elective,17680,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,GP_ref,36310,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,DNA,13985,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,39,Jun-21,06/01/2021,4434806H,first_attendance,75305,2077
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,total_admissions,317385,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,daycase_elective,15720,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,ordinary_elective,2535,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,non_elective,17240,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,GP_ref,33760,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,DNA,13795,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,40,Jul-21,07/01/2021,4437806H,first_attendance,70095,10555
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,total_admissions,292450,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,daycase_elective,14910,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,ordinary_elective,2220,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,non_elective,16085,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,GP_ref,31210,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,DNA,12900,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,41,Aug-21,08/01/2021,4440906H,first_attendance,64150,14196
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,total_admissions,328505,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,daycase_elective,16210,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,ordinary_elective,2460,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,non_elective,16395,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,GP_ref,34330,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,DNA,15110,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,42,Sep-21,09/01/2021,4444006H,first_attendance,73480,14063
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,total_admissions,317665,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,daycase_elective,15755,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,ordinary_elective,2145,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,non_elective,16975,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,GP_ref,34550,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,DNA,14065,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,43,Oct-21,10/01/2021,4447006H,first_attendance,72680,21315
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,total_admissions,351130,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,daycase_elective,17305,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,ordinary_elective,2280,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,non_elective,16505,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,GP_ref,38050,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,DNA,15670,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,44,Nov-21,11/01/2021,4450106H,first_attendance,81385,17756
CCG,NHS Cambridgeshire and Peterborough CCG,EAST OF ENGLAND COMMISSIONING REGION,-0.08209,52.29811096,45,Dec-21,12/01/2021,4453106H,total_admissions,297665,36214
